ID,Title,Question,Answer,Chapter
898,Procédures pour mettre fin à une convention de compte géré,Quelles sont les procédures pour mettre fin à une convention de compte géré?,"Le client peut résilier à tout moment par écrit, et le courtier membre doit fournir un préavis de 30 jours s'il décide de résilier.",25
899,Étapes du processus de planification financière,Quelles sont les étapes du processus de planification financière?,"Établir la relation, recueillir les données, analyser les informations, recommander des stratégies, mettre en œuvre les recommandations, et effectuer des revues périodiques.",26
900,Importance de l'éthique dans les relations clients,Pourquoi l’éthique est-elle importante dans les relations avec les clients?,"L'éthique renforce la confiance des clients, en assurant que les besoins des clients sont prioritaires, ce qui est essentiel pour l’intégrité du secteur financier.",26
901,Processus de bien connaître son client,Qu'est-ce que le processus de bien connaître son client?,"Recueillir des informations personnelles, financières et d'investissement pour adapter les recommandations de placement.",26
902,Profil de risque et planification financière,Pourquoi le profil de risque est-il important dans la planification financière?,"Il aide à évaluer la tolérance et la capacité du client à supporter des pertes, influençant ainsi les stratégies de placement.",26
903,Importance de l'énoncé de politique de placement,Quelle est l'importance d'un énoncé de politique de placement?,"Il formalise les objectifs et les contraintes de placement du client, servant de référence pour les décisions futures.",26
904,Hypothèse du cycle de vie,Comment l’hypothèse du cycle de vie aide-t-elle à comprendre les besoins d’un client?,"Elle suppose que les objectifs et la tolérance au risque évoluent avec l'âge, permettant de mieux adapter les stratégies selon la phase de vie.",26
905,Importance de la relation client-conseiller,Pourquoi est-il essentiel d'établir une bonne relation client-conseiller?,Cela crée une base de confiance et aide à obtenir les informations nécessaires pour un plan financier adapté.,26
906,Renseignements pour le profil du client,Quels renseignements sont nécessaires pour établir le profil d'un client?,"Informations financières, personnelles, objectifs, tolérance au risque, connaissances en placement et horizon d’investissement.",26
907,Exécuteur testamentaire,Qu’est-ce qu’un exécuteur testamentaire?,Une personne désignée dans un testament pour administrer et distribuer les biens du défunt.,26
908,Composants d'un testament,Quels sont les principaux composants d’un testament?,"L'identité du testateur, répartition des biens, choix de l'exécuteur et dispositions sur les dettes et frais funéraires.",26
909,Succession ab intestat,Qu’est-ce qu’une succession ab intestat?,"Une succession sans testament, où les biens sont distribués selon les lois provinciales.",26
910,Mise à jour d'un testament,Pourquoi un testament devrait-il être mis à jour régulièrement?,"Pour refléter les changements importants dans la vie du client, comme un mariage, une naissance, ou une acquisition de biens.",26
911,Gel successoral,Qu’est-ce qu’un gel successoral?,Un mécanisme pour limiter l'impôt en transférant la future plus-value d'actifs à la génération suivante.,26
912,Procuration,Qu'est-ce qu'une procuration?,Un document qui autorise une personne à agir au nom d’une autre pour des décisions financières ou personnelles.,26
913,Avantages d'une tenance conjointe,Quels sont les avantages d'une tenance conjointe?,Les biens sont transférés au survivant sans passer par le processus d'homologation.,26
914,Processus de collecte d'information continue,Pourquoi le processus de collecte d'information ne s’arrête-t-il pas après la première rencontre avec le client?,Une relation suivie permet des ajustements réguliers pour répondre aux changements de la situation du client.,26
915,Entrevue initiale avec un client,Quels sont les éléments clés à aborder lors de l'entrevue initiale avec un client?,"Processus de planification, stratégies disponibles, expertise nécessaire et divulgation des conflits d'intérêts.",26
916,Compréhension du contenu technique par le client,Pourquoi un conseiller doit-il aider les clients à comprendre le contenu technique d'un plan?,Pour que les clients prennent des décisions informées et réalisent pleinement les risques et avantages de leurs placements.,26
917,Évolution du plan financier,Comment le plan financier peut-il évoluer avec le temps?,Il doit être examiné et ajusté régulièrement pour rester pertinent face aux changements de vie du client.,26
918,Mandat de protection,Qu’est-ce que le mandat de protection?,Un document au Québec désignant une personne pour gérer les affaires personnelles si le mandant devient inapte.,26
919,Dossiers financiers complets,Pourquoi les clients doivent-ils garder des dossiers financiers complets?,Pour faciliter l’accès aux informations importantes en cas d'urgence ou de décès.,26
920,Contraintes en planification financière,Quelles sont les contraintes à prendre en compte dans la planification financière?,"Contraintes financières, horizon de placement, profil de risque, et objectifs de placement spécifiques.",26
921,Fiscalité et planification successorale,Comment la planification successorale intègre-t-elle la fiscalité?,Elle vise à minimiser l'impôt et les frais pour maximiser la transmission du patrimoine aux bénéficiaires.,26
922,Confidentialité et intégrité du conseiller financier,Quels sont les rôles de la confidentialité et de l'intégrité pour un conseiller financier?,Maintenir la confidentialité des informations et agir avec honnêteté et transparence pour conserver la confiance du client.,26
923,Types de procuration au Québec,Quels types de procuration existent au Québec?,Mandat valide tant que le mandant est apte et mandat de protection pour l’inaptitude.,26
924,Influence de l'âge sur les objectifs d'investissement,En quoi l’âge peut-il influencer les objectifs d'investissement?,"Les jeunes investisseurs ont souvent des objectifs à court terme, tandis que les plus âgés se concentrent sur la préservation du capital et la succession.",26
925,Qualités d'un conseiller pour renforcer la confiance,Quelles qualités un conseiller doit-il démontrer pour renforcer la confiance?,"Responsabilité, honnêteté, respect des normes éthiques, et priorité aux intérêts des clients.",26
926,Raisons de rédiger un testament,Quelles sont les principales raisons de rédiger un testament?,Nommer les personnes que le testateur souhaite désigner comme bénéficiaires; désigner un exécuteur testamentaire.,26
927,Théorie de l'hypothèse du cycle de vie,Que suggère la 'théorie de l'hypothèse du cycle de vie'?,"L’hypothèse du cycle de vie prévoit qu’à mesure qu’une personne vieillit, ses objectifs évoluent en fonction de sa situation financière et personnelle, de ses connaissances en matière de placement et de son profil de risque. Les clients plus âgés tendent à avoir une plus grande aversion pour le risque que les clients plus jeunes; les jeunes ont tendance à avoir des objectifs financiers à plus court terme; les clients plus âgés s’intéressent davantage à leur retraite et à la constitution d’un patrimoine.",26
928,Lettre d’entente pour la relation client-conseiller,"Si le client et le conseiller conviennent de faire affaire ensemble, que faut-il mettre en place?",Lettre d’entente ou un contrat de services professionnels.,26
929,Étape de collecte des données en planification financière,À quelle étape du processus de planification financière un conseiller obtient-il des informations sur les objectifs et les préférences du client en matière d'investissement?,Étape 2: Recueillir les données et de l’information.,26
930,Normes de conduite,Quelles sont les cinq normes de conduite?,1- Obligation de prudence; 2- Intégrité; 3- Professionnalisme; 4- Conformité; 5- Confidentialité.,26
931,Testament olographe,Quel type de testament est rédigé par le testateur sans l'aide d'un dispositif mécanique tel qu'une machine à écrire ou un ordinateur (c'est-à-dire qu'il est entièrement écrit de sa main)?,Olographe.,26
932,Différence entre testament de vie et directives anticipées de soins de santé,"Le 'testament de vie' et les 'directives anticipées de soins de santé' concernent tous deux le traitement médical qu'un donneur souhaiterait recevoir s'il souffrait d'une maladie terminale, incurable ou d'une incapacité mentale ou physique grave. En quoi diffèrent-elles?",Testament de vie = Testament biologique; Les directives anticipées en matière de soins de santé sont plus précises quant au traitement désiré ou refusé; le testament biologique est plus général.,26
933,Modification d'un testament,Comment un testament peut-il être modifié par le testateur?,Nouveau testament ou codicile.,26
934,Norme de conduite pour transactions financières personnelles,Quelle norme de conduite s'applique aux transactions financières personnelles avec les clients?,Professionnalisme.,26
935,Norme de conduite sur les informations d'initiés,Quelle norme de conduite traite des informations d'initiés?,Conformité.,26
936,Phase 5 du cycle de vie,À quel stade du cycle de vie le portefeuille d'un client sert-il généralement à maintenir son niveau de vie?,Retraite (phase 5).,26
937,Fréquence de révision d'un plan financier,"Bien qu'il n'y ait pas de délai standard, à quelle fréquence au moins un plan financier doit-il être revu?",Annuellement.,26
938,Objectifs d'un plan financier,Quels sont les quatre objectifs à prendre en compte lors de l'élaboration d'un plan financier?,Il doit être réalisable; Il doit pouvoir être modifié; Il doit être réaliste; Il doit permettre certaines récompenses.,26
939,Obligation de prudence et commandes non sollicitées,En vertu de quelle norme de conduite la fourniture de conseils de prudence sur une 'commande non sollicitée' inadaptée relève-t-elle?,Obligation de prudence.,26
940,Les cinq étapes du cycle de vie,Quelles sont les cinq étapes du cycle de vie?,1. Début de la carrière de 18 à 35 ans; 2. Années d’obligations familiales de 25 à 50 ans; 3. Années de revenu maximal de 45 à 60 ans; 4. Années précédant la retraite de 55 à 70 ans; 5. Retraite à partir de 60 ans.,26
941,Industries cycliques,Quelles sont les trois catégories qui constituent les industries cycliques?,"Secteur des produits de base, secteur industriel cyclique, secteur cyclique des biens de consommation.",26
942,Distinction entre le côté vente et le côté achat,Quelle est la distinction entre le côté vente et le côté achat du marché institutionnel?,"Le côté vente désigne les courtiers qui vendent des titres et offrent des services financiers, tandis que le côté achat représente les investisseurs institutionnels et particuliers qui achètent des titres.",27
943,Services des courtiers du côté vente,Quels services offrent les courtiers du côté vente aux investisseurs institutionnels?,"Négociation, recherche, conseils en placement, financement des sociétés, et nouvelles émissions de titres.",27
944,Catégories de courtiers en valeurs mobilières,Quelles sont les trois catégories de courtiers en valeurs mobilières du côté vente?,"Courtiers de plein exercice, petits services bancaires d’investissement, et courtiers exécutants.",27
945,Types d'investisseurs du côté achat,Quels types d'investisseurs constituent le côté achat du marché?,"Fonds communs de placement, caisses de retraite, compagnies d'assurance, fonds de couverture, fiducies, et fonds de dotation.",27
946,Client institutionnel,Qu'est-ce qu'un client institutionnel?,"Une entité légale représentant un groupe financier large, responsable de la gestion d'actifs pour atteindre des objectifs financiers spécifiques.",27
947,Objectifs des clients institutionnels,Quels types d'objectifs peuvent avoir les groupes membres des clients institutionnels?,"Couverture du risque de change, taux de croissance au-dessus de l'inflation, mobilisation de fonds par émissions d’actions, et réduction de l’erreur de suivi.",27
948,Services des courtiers pour les caisses de retraite,Comment les caisses de retraite utilisent-elles les services des courtiers en valeurs mobilières?,"Pour acheter et vendre des titres, obtenir des rapports de recherche, et couvrir les risques de portefeuille.",27
949,Services de courtage de règlement pour les fonds de couverture,Pourquoi les fonds de couverture font-ils appel aux courtiers pour des services de courtage de règlement?,"Pour le prêt de titres, le financement de marge, et la comptabilité de portefeuille.",27
950,Services de financement pour les compagnies d'assurance,Quels services de financement offrent les courtiers aux compagnies d'assurance?,"Achat et vente de titres, accès à de nouvelles émissions, et couverture des risques de taux d'intérêt.",27
951,Fonds de dotation vs fiducie,Qu'est-ce qu'un fonds de dotation et en quoi diffère-t-il d’une fiducie?,"Un fonds de dotation est un ensemble d’actifs pour soutenir un organisme à but non lucratif, tandis qu'une fiducie est créée pour transférer des actifs à des bénéficiaires.",27
952,Responsabilités d'un gestionnaire de portefeuille institutionnel,Quelles sont les responsabilités d’un gestionnaire de portefeuille institutionnel?,"Élaborer le mandat de placement, mettre en œuvre des stratégies de portefeuille, superviser le personnel et rapporter le rendement.",27
953,Rôle du négociateur du côté achat,Quel est le rôle principal d'un négociateur du côté achat?,Exécuter les opérations pour le gestionnaire de portefeuille et maintenir des relations avec les courtiers du côté vente.,27
954,Critères de choix d'un courtier du côté vente,Quels critères sont pris en compte pour choisir un courtier du côté vente?,"Relation existante, qualité de l'exécution, accès à des produits, et qualité des rapports de recherche.",27
955,Fonction du service de post-marché,Quelle est la fonction principale du service de post-marché d'un courtier?,Gérer les activités d’organisme et de technologie de l'information.,27
956,Responsabilités du suivi de marché,Quelles sont les responsabilités du suivi de marché?,"Gestion du risque, conformité juridique, et suivi de la trésorerie de société.",27
957,Cloisonnement et son importance,Qu'est-ce que le cloisonnement et pourquoi est-il important?,Le cloisonnement sépare les fonctions décisionnelles pour protéger l'intégrité de l'information non diffusée.,27
958,Services inclus dans la salle des marchés du côté vente,Quels services sont inclus dans la salle des marchés du côté vente?,"Ventes et négociation, financement d'entreprises, contrats à terme et options, et recherche.",27
959,Services de prêt de titres des courtiers,Pourquoi les courtiers en valeurs mobilières offrent-ils des services de prêt de titres?,Pour permettre la vente à découvert et maintenir des cotations concurrentielles sur le marché secondaire.,27
960,Négociation assistée par ordinateur,En quoi consiste la négociation assistée par ordinateur?,Utilisation de systèmes informatiques pour exécuter des ordres complexes et simultanés sur des paniers d'actions et des dérivés.,27
961,Sources de revenu d'un pupitre de négociation d'actions,Quelles sont les sources principales de revenu pour un pupitre de négociation d’actions côté vente?,"Revenus de négociation tirés des écarts, commissions pour compte de tiers, honoraires, et intérêts.",27
962,Profit tiré des écarts de cours,Comment un courtier en valeurs mobilières tire-t-il profit des écarts de cours?,En achetant et vendant des titres sur le marché secondaire avec une différence entre le cours acheteur et le cours vendeur.,27
963,Flux d'ordres des clients,Qu'est-ce que le flux d'ordres d'un client et pourquoi est-il important pour un courtier?,"C'est le volume d'ordres transmis par les clients institutionnels, essentiel pour générer des revenus de négociation.",27
964,Risques associés à l'accès direct au marché,Quels sont les risques associés à l'accès direct au marché pour les clients institutionnels?,"Risques systémiques, non-conformité, et risques financiers accrus en cas de mauvaise exécution.",27
965,Règles pour l'accès direct au marché,Quelles règles les courtiers doivent-ils respecter pour offrir l'accès direct au marché?,"Assurer des contrôles de conformité, la vérification des capacités financières, et la signature d'ententes avec les clients.",27
966,Controverse de la négociation algorithmique,Pourquoi la négociation algorithmique est-elle controversée?,"Elle peut créer de la volatilité, comme le krach éclair de 2010, et pose des risques de distorsion du marché.",27
967,Objectifs de la compensation et du règlement institutionnel,Quels sont les objectifs de la compensation et du règlement institutionnel?,Assurer l’échange irrévocable de titres et d’espèces pour finaliser les transactions.,27
968,Défis dans le processus de règlement institutionnel,Quels défis peuvent survenir dans le processus de règlement institutionnel?,"Technologie inadéquate, retards de transmission des documents, et problèmes de conformité des données.",27
969,Fonctions d'un analyste adjoint,Quelles sont les principales fonctions d'un analyste adjoint dans une firme institutionnelle?,"Modélisation financière, recherche sectorielle, et rédaction de rapports.",27
970,Rôles des représentants institutionnels,Quels rôles les représentants institutionnels jouent-ils dans les relations avec les clients?,"Gestion des relations, transmission des analyses du courtier, et organisation d'événements avec les clients.",27
971,Importance du traitement direct,Pourquoi le traitement direct est-il important dans la gestion des transactions institutionnelles?,"Il automatise les opérations, réduit les erreurs humaines, et assure le respect des directives réglementaires en temps réel.",27
972,Différence entre le côté vente et le côté achat,Quelle est la différence entre le 'côté vente' et le 'côté achat' du secteur de l'investissement?,"Le côté vente renvoie aux courtiers dans le domaine de la vente de valeurs mobilières et d’autres services aux investisseurs, tandis que côté achat renvoie aux investisseurs, institutionnels et de détail.",27
973,Revenus d'origination,Qu'entend-on par 'revenus d'origination'?,Différence de prix entre achat à l’émetteur (prise ferme) et vente aux clients pour les titres à revenu fixe.,27
974,Accès direct au marché,Que permet l'accès direct au marché?,"Transmission d’ordre sur la bourse sans passer par le négociateur du courtier. C’est moins cher. Désavantage: volatilité, erreurs, contrôle, intégrité des marchés.",27
975,Règlement d'une transaction,Quel est le terme utilisé pour décrire le moment où une transaction est payée et où le titre devient la propriété de l'acheteur?,Règlement.,27
976,Responsabilité d'un négociateur mandataire,Quelle est la principale responsabilité d'un négociateur mandataire?,Exécuter les opérations de blocs de titres pour le compte des clients institutionnels.,27
977,Banquier d'investissement,Qui est chargé de lever des capitaux à l'intention de clients institutionnels tels que les entreprises et les gouvernements?,Banquier d’investissement.,27
978,Définition de la compensation,Quelle est la définition du terme 'compensation'?,La compensation est le processus visant à confirmer et à apparier les détails de l’opération sur titres; le règlement est le processus d’échange irrévocable d’espèces contre des titres.,27
979,Règles universelles d'intégrité du marché (RUIM),Quelles sont les règles universelles d'intégrité du marché (RUIM)?,Les Règles universelles d’intégrité du marché (UMIR) sont un ensemble commun de règles de négociation des titres de participation conçues afin d’assurer l’équité et de conserver la confiance des épargnants.,27
980,Courtier exécutant (à escompte),Un courtier exécutant (à escompte) est-il du côté de la vente ou de l'achat dans le secteur de l'investissement?,Côté vente.,27
981,Courtage de règlement,Qu'entend-on par 'courtage de règlement'?,Le courtage de règlement est un ensemble de services reliés à la négociation d’actions utilisés principalement par les fonds de couverture.,27
982,Marché opaque (dark pool),Quel est le nom d'un système de négociation alternatif dans lequel les ordres exécutés ne doivent pas être affichés publiquement?,Marché opaque (dark pool).,27
983,Teneur de marché,Quels types de négociateurs assurent un marché bilatéral constant pour les titres dont ils sont responsables?,Négociateur agréé désigné (teneur de marché).,27
984,Types de négociateurs pour comptes institutionnels,Quels sont les trois types de négociateurs qui servent les comptes institutionnels?,"Négociateur mandataire, négociateur pour compte propre, teneur de marché.",27
